text,popularity,risk,meaning1,meaning2,meaning3,meaning4,meaning5,pinyin,readings
como,3284805,,"Como (a city and comune, the capital of the province of Como, Lombardy)","Como (a province of Lombardy, Italy)",a number of places in the United States:,a number of places in Australia:,,
sim,2838873,,yes (affirmative answer),indeed; do (used for emphasis in affirmative expressions),yes; yea (an affirmative answer),,
as,2728774,,feminine plural of o,them (as a direct object; the corresponding indirect object is lhes; the form used after prepositions is elas),plural of a,,
no,2667759,,abbreviation of noroeste,,
mais,2561015,,used to form the comparative of adjectives and adverbs; more; -er,"preceded by the definitive article, used to form the superlative of adjectives and adverbs; most; -est",more (to a greater degree or extent),most (superlative degree of muito),else,,
na,2482191,,"contraction of em + a, literally “in the”: feminine singular of no",alternative form of a (third-person feminine singular objective pronoun) used as an enclitic following a verb form ending in a nasal vowel or diphthong,,
meu,2477789,,"my (belonging to, associated with, related to, or in the possession of me)",mine (used predicatively),"mine (used absolutely, set off from the sentence)","mine (used substantively, with an implied noun)",hey; oi (used vocatively to draw someone’s attention),,
aqui,2355645,,here (in this place),hither (to this place),here (at this time; at the present situation),used in expressions of praise or joy to refer to oneself or a group one is part of,here (the present place),,
me,2284423,,first-person singular objective direct personal pronoun; me,first-person singular objective indirect personal pronoun; (to) me,first-person singular reflexive pronoun; myself,"particle of spontaneity, when it indicates that there was spontaneity in the action by its agent.",,
muito,2133797,,much; many; a lot of; lots of,too much; too many (an excessive amount of),much; many; a lot; lots,too much; too many,very; a lot; very much (to a great extent or degree),,
foi,2117182,,third-person singular preterite indicative of ir,third-person singular preterite indicative of ser,indicates that an action has been undertaken; done,,
isto,2064518,,this (the thing here),this (the thing being discussed; the current situation),"this sentence, this word, this dictum","that’s right, that’s correct; akin to English this!",yeah! (expresses happiness with an outcome),,
ela,2043110,,third-person feminine singular nominative pronoun she; it,third-person feminine singular prepositional pronoun her,third-person feminine singular pronoun used in all positions she; it; her,,
estou,1995767,,hello (a greeting used when answering the telephone),first-person singular present indicative of estar,,
fazer,1968618,,to make,to play; to pretend to be,to turn; to reach an age; to have a birthday,to sell (something) [with por ‘for a given price’] (usually to make cheaper in a bargain),"to attend a course (academic or not), to study",,
vamos,1951395,,inflection of ir:,forms the analytic first-person plural imperative; let's,let's go,come on! (an expression of encouragement),,
já,1853389,,already (indicating that something has happened before),now (at this instant),any more; any longer,in a minute; soon,"on the other hand, however",,
vai,1783317,,inflection of ir:,,
à,1741651,,contraction of a (“to”) + a f sg (“the”): feminine singular of ao,misspelling of a,"forms adverbs meaning ""in a manner related or resembling""","ellipsis of à moda (“way, manner, -style”)","accented preposition, the preposition a is accented when it comes before feminine words in prepositional, adverbial and conjunctive phrases; in",,
ser,1740147,,"to be (to have the given quality), especially a quality that is intrinsic or not expected to change, contrasting with estar which denotes a temporary quality","to be (to be an example or type of, or the same as)",to be; forms the passive voice,to be; indicates a point in time,to be in (to be located in),,
minha,1712845,,feminine singular of meu,feminine of meu,,
só,1697487,,only; just (alone in a category),only; just (no more than),only; merely; just (introduces a number or object with the implication that it is small or insufficient),alone (by oneself; not accompanied),lonely; solitary (living or being by oneself),,
ao,1697451,,contraction of a (“to”) + o m sg (“the”),,
te,1694888,,"you (singular), thee","particle of spontaneity, when it indicates that there was spontaneity in the action by its agent.",,
tem,1652967,,inflection of ter:,misspelling of têm,,
tudo,1643310,,everything (all the things),everything that is essential,everyone; all (all people in general or in a specific group),every; all,everything that exists,,
tu,1628237,,you; thou (singular second person pronoun),second-person singular prepositional pronoun,the sound produced by a telephone after one of the callers hangs up,,
tenho,1601475,,first-person singular present indicative of ter,,
há,1600965,,inflection of haver:,,
estás,1592052,,second-person singular present indicative of estar,,
vou,1567034,,first-person singular present indicative of ir,,
sei,1561565,,first-person singular present indicative of saber,"yeah, right (sarcastic expression of disbelief)",,
porque,1552435,,because (introduces a reason for that described in the previous clause),because (introduces an explanation to a claim in the previous clause),European Portuguese standard spelling of por que,pre-reform spelling (used until 1943) of por que; now a common misspelling,,
agora,1523961,,now; right now (at the present time),now; any more (differently from the past),just now (very recently),this (in the current or next [date]),on the other hand; whereas; while (introduces an example that is the opposite of the previous example),,
lá,1481552,,"there (in that place, far from both the speaker and the audience)",used with an adverb phrase to indicate that something is far,used to emphasize a relative distant point in the past or in the future,that; particularly (to a significant extent),even (expresses intensified disagreement with a previous sentence),,
quando,1480651,,when (used in questions about time),when (during which),when (at such time),when (whilst on the contrary),when (a point or period in time),,
onde,1313712,,"where; wherever (in or at what place; in or at a/any/the place that, in what situation)",where (the place in or at which),"(to) where; whereto, whither, (to) wherever; (to what place; to a/any/the place that; to which; the place to which)",,
quem,1305135,,who; whom (which person?),who; whom; that (the person who[m] or that),those who; people who; anyone who; who(m)ever,alternative spelling of quém,,
ter,1284334,,to have,"See ter de, ter que.","there be (to exist, physically or abstractly)",to give birth to,to consider (assign some quality to),,
então,1279911,,then (at that time),then (soon afterwards; after that),thus; therefore (as a result),"so (used after a pause for thought to introduce a new topic, question or story)",Used to introduce an answer which is more complex than expected.,,
nada,1264401,,nothing (not any thing; no thing),to no extent; in no way; not at all,emphasises that a statement is false,nothingness (the state of not existing),the void (the vacuum of space),,
você,1239738,,"second-person singular personal pronoun, formal or informal in Brazil, formal or semi-formal in Portugal; you","indefinite pronoun; you, one",,
era,1231093,,"era (time period of indeterminate length, generally more than one year)",age (period of human prehistory),"era (unit of time, smaller than aeons and greater than periods)",first/third-person singular imperfect indicative of ser,,
coisa,1217379,,"thing (a physical object, entity, or situation)","thingamajig; gizmo, thingy (something whose name is unknown)",inflection of coisar:,,
ou,1187909,,"or (connects at least two alternative words, phrases, clauses, sentences, etc. each of which could make a passage true)",or (connects two equivalent names),either … or,inclusive or (connective which yields true when at least one of the predicates is true),,
dizer,1135844,,to say,"to discern; to tell, to distinguish",to mean,,
sou,1124776,,first-person singular present indicative of ser,,
são,1116169,,"forms the titles of male saints whose names begin with a consonant (except H, which is silent)",,
quero,1105794,,first-person singular present indicative of querer,alternative spelling of kero,,
mesmo,1044260,,the same,same (not different; not another),same (similar; alike; analogous),used as an intensifier,really; actually; in fact,,
seu,1029524,,Third-person singular possessive determiner.,Third-person plural possessive determiner.,Second-person singular possessive determiner.,Second-person plural possessive determiner.,you (used before epithets for emphasis),,
pode,1021176,,inflection of poder:,inflection of podar:,,
estava,1015314,,first/third-person singular imperfect indicative of estar,,
esta,1013382,,feminine singular of este,,
todos,1008965,,masculine plural of todo,everyone (all people),,
eles,999530,,masculine third-person plural nominative personal pronoun; they,masculine third-person plural prepositional pronoun; them,masculine third-person plural personal pronoun used in all positions; they; them,plural of ele,,
nós,993858,,first-person plural nominative personal pronoun: we,first-person plural prepositional pronoun: us,first-person plural objective personal pronoun; us,plural of nó,,
dos,988622,,"contraction of de + os, literally “of/from the (masculine plural)”: masculine plural of do",,
temos,983778,,first-person plural present indicative of ter,,
tens,975980,,second-person singular present indicative of ter,,
mim,972951,,first-person singular prepositional pronoun,"used instead of eu as the subject of a subordinate clause following para, eg: para mim fazer instead of standard para eu fazer (for me to do)",,
tua,964405,,feminine singular of teu,feminine of teu,,
sua,961844,,feminine singular of seu,feminine of seu,inflection of suar:,,
nos,959264,,inflection of nós,inflection of nós:,obsolete spelling of nós,"contraction of em + os, literally “in the”: masculine plural of no",alternative form of os (third-person masculine plural objective pronoun) used as an enclitic following a verb form ending in a nasal vowel or diphthong,,
este,954096,,this (indicates something or someone nearby),that (indicates something or someone just mentioned),this (indicates something or someone about to be mentioned),this (which is current),this one (indicates something or someone nearby),,
posso,946839,,first-person singular present indicative of poder,,
ver,941021,,to see; to observe (to perceive with one’s eyes),to see (to be able to see; not to be blind or blinded),to see; to understand,to see; to notice; to realise (to come to a conclusion),to check (to verify some fact or condition),,
bom,940429,,good,"well, very well",,
estão,938321,,third-person plural present indicative of estar,,
teu,935822,,"your (singular) (belonging to, associated with, related to, or in the possession of you)","thine, thy (belonging to, associated with, related to, or in the possession of thee)","yours (singular) (that or those belonging to, associated with, related to, or in the possession of you)","thine (that or those belonging to, associated with, related to, or in the possession of thee)","yours; thine (used substantively, with an implied noun)",,
nunca,924643,,never (at no time; not ever),neverness (the quality of not ever being extant or present),,
casa,922297,,house,home (one’s own dwelling place),a cell which may be occupied by a piece (such as a square in a chessboard),a digit position,a destined place for shows or festive meetings,,
até,905488,,until (up to the time of something happening),by (at some point before the given time),to (all the way to a place),up to (to the point of; as much as),see you (followed by an indication of a later moment),,
assim,877392,,full of; replete,this way; like this (in this manner),thus (as a result),well,"misspelling of ah, sim",,
falar,875534,,to speak; to talk (to say words out loud),to communicate by any means,to say something,to talk,to tell (to convey by speech),,
ainda,865812,,"still, yet (up to a time)",even (emphasises a comparative),someday (at some time in the future),only (as recently as),at least,,
tempo,854350,,time (the progression from the present into the future),time (quantity of availability of duration),"a duration of time, especially a long one",weather (state of the atmosphere at a specific time and place),time; era; period,,
acho,845732,,first-person singular present indicative of achar,,
disse,841160,,first/third-person singular preterite indicative of dizer,,
pai,822110,,father (male who sires a child),one's father,parent (either a mother or a father),father (the founder of a discipline or science),,
ir,820795,,to go (to move to a destination),will; to be going to; forms the future tense,to keep on; to go on; ~ on; forms the continuative aspect,to go; to leave; to depart,to attend; to go to (to be present in an event),,
és,818934,,second-person singular present indicative of ser,plural of é,,
quê,801195,,what (which thing),a characteristic (distinguishable feature of a person or thing),The name of the Latin script letter Q/q.,,
vez,797625,,time; occasion,move (chance to use something shared in sequence with others),turn; move (one’s chance to make a move in a game having two or more players),,
também,796865,,too; also (in addition; as well),not only … but also,of course; no wonder (implying that an outcome was expected),,
favor,786002,,favor (instance of voluntarily assisting someone),favor; goodwill (benevolent regard),please (seen on warnings and the like),,
sobre,770410,,on; atop; on top of (located on the top surface of),over; above (in or through the space above),about; concerning (on the subject of),inflection of sobrar:,,
quer,757795,,inflection of querer:,whether … or,,
melhor,742029,,comparative degree of bom: better,superlative degree of bom: best,comparative degree of bem: better,,
ti,734260,,prepositional of tu,initialism of transitivo indireto,,
obrigado,731256,,thanks; thank you,obligatory; mandatory (required or commanded by authority),"grateful, thankful",someone bound by a legal obligation,a thank you (instance of expressing gratitude),,
tão,730488,,so (to a great extent),as … as,eye dialect spelling of estão,eye dialect spelling of então,third-person plural present indicative of tar,,
depois,725694,,later (afterwards in time),besides; after all,"immediately beyond, just after",,
sabes,718984,,second-person singular present indicative of saber,,
Deus,712529,,god; deity,,
mãe,711968,,mother (female who gives birth to or parents a child),one's mother,mother (source or origin),"mother, stem (whence others spawn, are generated, are copied or stem)",lees (sediment that settles during fermentation of beverages),,
talvez,708017,,perhaps; maybe (indicates possibility or doubt),,
estamos,707234,,first-person plural present indicative of estar,,
Olá,703014,,hello; hi (greeting),,
noite,692220,,night (period between sunset and sunrise),nightlife,,
sempre,691221,,always (at all times),always (regularly at stated intervals),,
nem,677732,,not even (introduces an emphatic negation),do not even (introduces an emphatic negative command),neither … nor,nor; and not (introduces a further negative statement),"nor (introducing each except the first term of a series, indicating none of them is true)",,
alguém,675035,,somebody; someone (some person),a person,,
dia,673565,,day,,
vais,669303,,second-person singular present indicative of ir,,
certo,664427,,right; correct (not containing errors),certain; sure (without doubt),precise; accurate,morally right; just,inevitable (impossible to avoid or prevent),,
alguma,662248,,feminine singular of algum,,
vida,660258,,life,vigour (active strength or force of body or mind),"honey, sweetheart (term of endearing)",inflection of vidar:,,
dele,659469,,contraction of de + ele,inflection of delir:,,
sem,648681,,"-less; without (not having, containing, characteristic of, etc.)",without (not doing or not having done something),no (indicates lack of possibility or allowance),,
anos,641679,,plural of ano,,
queres,625980,,second-person singular present indicative of querer,,
das,622234,,contraction of de (“of/from”) + as f pl (“the”): feminine plural of do,,
homem,617498,,male (human of masculine gender),man (adult male human),a person; a human being,mankind (the human race in its entirety),"used to address a male, implying impatience or disappointment",,
estar,610774,,to be (indicates location in space),to be (denotes a transient quality; a quality expected to change),to be; forms the progressive aspect,"to look, to appear (to give an appearance of being)","to cost (to be worth a certain amount of money), especially of something whose price changes often",,
tinha,593580,,ringworm,"common name of some insects, especially lepidoptera, whose caterpillars attack vegetables",defect; addiction,first/third-person singular imperfect indicative of ter,,
coisas,593357,,plural of coisa,second-person singular present indicative of coisar,,
pelo,578080,,contraction of por + o; by the; for the; through the,"hair (filament which grows on the skin of mammals), except hair on top of humans’ heads, which is called cabelo",hair; fur (an animal’s hair as a whole),any filament which grows on plants and non-mammals,first-person singular present indicative of pelar,,
boa,575505,,feminine singular of bom,"an interesting story, joke or news","good one!, well done!, all right! (expresses approval, applause or admiration)",boa (any snake of the Boa genus),,
ficar,569341,,to become; to get; to end up,"to be, to be located",to stay (at); to remain (in),to remain (to be left over),to stay (to remain in a particular place),,
algo,564969,,something (unspecified object),"rather, somewhat",,
preciso,563019,,precise; accurate (in exact or careful conformity with the truth),accurate (which hits the target),necessary,first-person singular present indicative of precisar,,
pessoas,562065,,plural of pessoa,,
sabe,559911,,inflection of saber:,,
senhor,557051,,a man (an adult male human),"sir, mister (a respectful term of address to a man)",feudal lord,master (owner of a slave),Sir (title given to a knight),,
dois,554171,,two (cardinal number 2),second,two (the numerical value 2 or something with the value of two),two (the character or digit ‘2’),,
parece,552859,,inflection of parecer:,,
claro,544806,,light (pale in colour),bright (luminous; not dark),clear (without clouds nor fog),clear (free of ambiguity or doubt),clear (distinct; sharp; well-marked; easily perceived as a unit),,
podes,528540,,second-person singular present indicative of poder,second-person singular present subjunctive of podar,,
verdade,526410,,truth (conformity to fact or reality),truth (true facts),a true statement or fact,"truthfulness; honesty (the quality of being truthful, honest)","true, exactly, indeed (expressing agreement)",,
tipo,525402,,kind; sort; type (grouping based on shared characteristics),type (letter or character used for printing),a language type in typology,guy; bloke (unspecified or unknown man),(just) like; comparable to; similar to,,
antes,525303,,before (at an earlier time),in the past; previously,"preferably, better, rather",Antes (Slavic tribe from the lower Danube in the early Middle Ages),,
lhe,513559,,dative of ele and ela: (to) him/her/it,"dative of você, o senhor, and a senhora: (to) you",equivalent to a third- or second-person possessive pronoun,accusative of você,accusative of ele and ela,,
faz,511853,,inflection of fazer:,,
ninguém,502726,,no one; nobody (not one person),nobody (someone who is not important or well-known),,
apenas,495691,,only; just; merely (no more than),barely (by a small margin),second-person singular present indicative of apenar,,
espera,491275,,wait (time spent waiting),ambush (wait for someone in order to attack them),inflection of esperar:,,
vocês,488328,,you (second-person plural personal pronoun),,
aí,485456,,there (close to the second person (you)),towards the second person,then (soon afterwards),in this case; in this situation; this way,"yeah! (expressing joy, celebration, glee, etc.)",,
trabalho,485207,,job (economic role for which a person is paid),job; task (piece of work done as part of one’s duties),work; toil; labour; effort,workplace (place where someone works),difficulty in completing a task,,
vão,481893,,vain,empty (containing nothing),a gap,a vacant spot,"a hole in the wall where a window or door is placed; a sliver, a breach",,
outra,474979,,feminine singular of outro,,
comigo,472907,,prepositional form with com of eu: with me,,
saber,472495,,to know,to know; to have heard,to taste of/like (to have the same taste as),to have a pleasant taste,to learn (to become informed of something),,
pois,460795,,so; then (in that case),emphasises a yes-or-no answer or an order,because; for (by or for the cause that),,
essa,449957,,feminine singular of esse,catafalque (platform to display or convey a coffin),,
podemos,449477,,first-person plural present indicative of poder,inflection of podar:,,
grande,443625,,large; great; big (of great size or extent),large; big; numerous (numerically large),great (of great importance),great; magnanimous (noble and generous in spirit),grown-up; mature,,
esse,443539,,that (near you),this (near me),"that, that one (near you)",that (that one); this (this one) (indicates something already mentioned or understood from context),The name of the Latin script letter S/s.,,
dinheiro,438329,,money (means of exchange and measure of value),a coin used from the 12th to the 15th century in Portugal,,
pela,436911,,"contraction of per + a, literally “by/through the (feminine singular)”: feminine singular of pelo",inflection of pelar:,,
qualquer,429271,,"any; whatever (no matter what kind, which or who)",some (in an unspecified time),"any (no matter what kind, which or who)",anyone (no matter who),,
pouco,426992,,little of something,a short while,little; few (not many),little (not much or not often),for a short duration,,
cá,419532,,here (in this place),hither (to this place),here (at this time; at the present situation),The name of the Latin script letter K/k.,,
desculpa,417970,,"excuse, pretext (explanation designed to avoid or alleviate guilt or negative judgement)",apology (expression of remorse),inflection of desculpar:,,
num,416966,,"contraction of em + um, literally “in a (masculine)”",eye dialect spelling of não,,
qual,416792,,which,which (what one),,
disso,416500,,"contraction of de + isso, literally “of this thing”: neuter of desse",,
vá,412527,,inflection of ir:,,
filho,410664,,son (male offspring),child (offspring of any sex),term of address for a younger male; son,son; child (any descendant),child (any person or thing heavily influenced by something else),,
daqui,410098,,"contraction of de + aqui, literally “from here”",,
toda,400394,,feminine singular of todo,feminine of todo,a member of the Toda people of southern India,a Dravidian language spoken by the Toda people,of the Toda people,,
fora,395717,,outside (on the outside of a building or location),abroad; overseas (in another country),out (away from home or one’s usual place),away (to be discarded),except (with the exception of),,
mulher,394737,,woman (adult female human),wife; woman (noun sense 4),pansy; wimpy; effeminate,,
meus,393513,,masculine plural of meu,"my kin, folks, fellows, kind, friends, or subordinates",plural of meu,,
olha,393131,,"a stew prepared with meat, chickpeas, peas and other vegetables","a type of large, earthenware pan",inflection of olhar:,,
merda,392052,,shit; faeces (excretory product evacuated from the bowels),a chunk of shit,shit (rubbish; worthless matter),piece of shit (an object of poor quality),shit (nonsense; bullshit),,
hoje,391313,,today (in the current day),nowadays (in the current era),,
deve,389764,,inflection of dever:,,
nosso,388886,,"our (belonging to, associated with, related to, or in the possession of us, excluding the person(s) being addressed)","our (belonging to, associated with, related to, or in the possession of us, including the person(s) being addressed)","our (belonging to, associated with, related to, or in the possession of any entity that the speaker is a part of or identifies with)","our (belonging to, associated with, related to, or in the possession of people in general)",our (used to imply connection between the speaker's experiences or activities and a group of listeners),,
dela,388215,,contraction of de + ela: feminine singular of dele,,
seja,387468,,inflection of ser:,inflection of sejar:,,
nome,379603,,"name (word or phrase which identifies an individual person, place, class, or thing)",name (what somebody is known for),noun,insult (used in the expression chamar nomes),,
nossa,378133,,feminine singular of nosso,feminine of nosso,"oh, my God!; goodness! (said in excitement, shock, awe or dismay)",,
sério,377851,,serious; solemn (without humor or expression of happiness),serious (needing great attention; leaving no room for play),dangerous,which can’t be joked about; no laughing matter,grave,,
diz,373824,,inflection of dizer:,,
queria,370710,,first/third-person singular imperfect indicative of querer,,
certeza,364864,,certainty (state of being certain),something which is certain,are you sure?,asserting that something is certainly true; for sure,,
às,363964,,contraction of a (“to”) + as f pl (“the”): feminine plural of ao,,
outro,361897,,other (not the one previously referred to),another (one more),another (not the same),other one (not the one previously referred to),another instance of someone or something that does something,,
sair,361668,,to exit; to leave (go away from a certain place or situation); to get out (of),to go out (leave one’s abode to go to public places),to leave (stop being involved with),to take after; to inherit traits in appearance or behaviour,to come out (be published or issued),,
têm,359981,,third-person plural present indicative of ter,,
dar,359440,,to give,to yield; to produce; to generate,"to be possible, can","to occur, take place, happen",to throw (to organise an event),,
todo,357302,,every; all (all of a group),"whole, entire",whole (something complete),all (wholly; completely),,
tentar,356324,,"to try, go for, attempt","to tease, tempt","to dare, challenge",,
mal,355331,,"badly (in a faulty, dysfunctional or incorrect manner)",hardly; barely,wrong (incorrect),unfavourably (in an unfavourable manner),evilly,,
volta,354367,,return (act of returning),"bend (in a course, line, pipe, etc.)",turnaround (act of turning around),a loop of a coil or spiral staircase,"loop (length of thread, line or rope that is doubled over)",,
quanto,350871,,as (to the same extent or degree that),how much; how many (what number or quantity of),that’s so many (that’s very numerous; that’s a large number of),how much (what price),as much as,,
consigo,350510,,third-person singular reflexive prepositional pronoun with com (with himself; with herself; with itself; with yourself),third-person plural reflexive prepositional pronoun with com (with themselves; with yourselves),impersonal reflexive pronoun with com (with oneself),first-person singular present indicative of conseguir,,
amigo,347417,,friend (person whose company one enjoys),friend (an associate or thing which provides assistance),a state with good relations with another state,A term of address for someone,friendly (characteristic of friendliness),,
mundo,345120,,world (the Universe),world (the Earth),world; humanity (human beings collectively),world (everything related to a certain field),"world (a large, distinct region)",,
Oh,344400,,alternative spelling of ó,,
contigo,344115,,with you (singular),,
pensar,343115,,to think (communicate to oneself in one’s mind),"to conceive, intend",,
aconteceu,341646,,third-person singular preterite indicative of acontecer,,
três,341233,,three (cardinal number 3),third,"three (a value of three, or an object represent the value of three)",three (the digit 3),,
passa,339988,,dried fruit,inflection of passar:,shoo!; get away!; clear off! (said to an animal),,
embora,338787,,away; hence (from this place),"although (used with subjunctive, introducing a clause that expresses a concession)",,
porquê,332211,,why,"reason, cause, explanation",,
lado,331753,,side,,
numa,331130,,"contraction of em + uma, literally “in a (feminine)”: feminine singular of num",,
menos,330730,,less (in lower degree),except; but,minus (indicates subtraction),"fewer (a smaller number of), less (a smaller size or significance of)",minus sign (the symbol −),,
carro,328718,,cart (vehicle drawn or pushed by a person or animal),car; automobile,"any “vehicle” which is drawn, such as an elevator, a cable car, or a train wagon",,
problema,323545,,problem (difficulty that has to be resolved or dealt with),problem (question to be answered),disorder (physical or psychical malfunction),,
nas,319201,,"contraction of em + as, literally “in the”: feminine plural of no",alternative form of as (third-person feminine plural objective pronoun) used as an enclitic following a verb form ending in a nasal vowel or diphthong,,
aos,312835,,"contraction of a + os, literally “to the (masculine plural)”: masculine plural of ao",,
dentro,311253,,inside (within or into something’s interior),indoors (in a building),,
vezes,309861,,plural of vez,times (multiplied by),second-person singular present subjunctive of vezar,,
novo,308329,,new,young,original (fresh; different),new ideas or things; novelties,,
todas,307236,,feminine plural of todo,plural of toda,,
seus,306622,,masculine plural of seu,"their or your kin, folks, fellows, kind, friends, or subordinates",plural of seu,,
será,304961,,third-person singular future indicative of ser,"used to indicate doubt or uncertainty of something said, where English uses the sentence’s auxiliary verb followed by a pronoun",,
parte,304665,,part; section; portion,party (law),inflection of partir:,,
vem,304236,,inflection of vir:,misspelling of vêm,,
fez,303531,,third-person singular preterite indicative of fazer,a piece of faeces,,
voltar,303210,,to return; to come back,to return (to reach a previous state),to turn (to adjust something in a direction),to shell out; to pay,to turn to (to start to rely on),,
anda,301545,,stilt (a pole with footrests used by entertainers),a framework for carrying religions images during a procession,inflection of andar:,,
achas,299775,,second-person singular present indicative of achar,,
primeiro,298672,,first (ordinal form of um (“one”)),the first one,first (the first day of the month),first (before all others),"first of all (used to introduce the first of a series of remarks, often with an angry tone)",,
obrigada,293938,,thank you,feminine singular of obrigado,female equivalent of obrigado,,
lugar,292098,,place (a location or position),available room,place (a position within a rank),"opportunity (a chance for advancement, progress or profit)",a reserved or available seat,,
algum,290496,,"some, any",,
ali,289694,,there (far from both the speaker and the interlocutor(s)),,
pensei,284928,,first-person singular preterite indicative of pensar,,
razão,283985,,reason (the ability to think correctly),reason; motive (the cause of an action or determination),correctness; rightness (the condition of being right),ratio (the relative magnitudes of two quantities),,
família,282239,,"family; nuclear family (a father, mother and their sons and daughters)",family; bloodline; kin,family,language family,things which are classed together,,
aquele,281191,,that (far from the speaker and listener),"that over there, yon (far from the speaker and the listener)",inflection of aquelar:,,
querida,275458,,feminine singular of querido,female equivalent of querido,,
homens,275449,,plural of homem,,
ideia,273572,,idea (that which comes to mind),"plan, project","objective, conception or conviction that is based on something","intellect, mind, group of convictions and opinions of somebody",head,,
dias,272144,,plural of dia,,
fui,271897,,first-person singular preterite indicative of ir,first-person singular preterite indicative of ser,a farewell,,
duas,266603,,feminine of dois,,
hora,265976,,hour (period of sixty minutes),time (point in time),,
vi,265276,,first-person singular preterite indicative of ver,,
si,264181,,initialism of Sistema Internacional: SI,,
sabia,263786,,first/third-person singular imperfect indicative of saber,,
polícia,263445,,police,police officer,,
aquilo,262440,,"neuter singular of aquele; that, that thing (demonstrative)","that sentence; that word, that dictum",,
atrás,257177,,behind (at the back),after (looking for),ago (in the past),,
podem,256497,,third-person plural present indicative of poder,inflection of podar:,,
uns,253198,,masculine plural of um,plural of um,"about, some (indicating an approximate amount)",,
gosto,251533,,taste (one of the five senses),"taste, flavour (a sensation produced by the tongue)","taste (a person's implicit set of preferences, especially aesthetic)","pleasure, enjoyment",fancy,,
pronto,250571,,"ready, finished",fast; instant; immediate (that does not delay),"fit, prepared","free, idle",present,,
devia,250471,,first/third-person singular imperfect indicative of dever,,
somos,249642,,first-person plural present indicative of ser,,
fica,249035,,inflection of ficar:,,
cabeça,248206,,head (part of the body),"head (topmost, foremost, or leading part)",sense,"head (leader, boss)",,
tal,247079,,such,one,used to express that somebody doesn't know or care about a person being talked about,such-and-such (generic placeholder),,
deles,245855,,contraction of de + eles: masculine plural of dele,second-person singular present indicative of delir,,
